-4500	0.5282
-4498.8	0.5476
-4497.6	0.5428
-4496.4	0.5428
-4495.2	0.5719
-4494	0.5816
-4492.8	0.5476
-4491.6	0.5525
-4490.4	0.5573
-4489.2	0.5476
-4488	0.5573
-4486.8	0.5913
-4485.6	0.6156
-4484.4	0.5913
-4483.2	0.5913
-4482	0.5913
-4480.8	0.601
-4479.6	0.5719
-4478.4	0.6059
-4477.2	0.635
-4476	0.6205
-4474.8	0.6302
-4473.6	0.6399
-4472.4	0.635
-4471.2	0.601
-4470	0.6205
-4468.8	0.6447
-4467.6	0.6399
-4466.4	0.6447
-4465.2	0.6642
-4464	0.6739
-4462.8	0.6302
-4461.6	0.635
-4460.4	0.6447
-4459.2	0.6253
-4458	0.6399
-4456.8	0.6593
-4455.6	0.6642
-4454.4	0.635
-4453.2	0.6544
-4452	0.6739
-4450.8	0.6884
-4449.6	0.669
-4448.4	0.6884
-4447.2	0.6933
-4446	0.6447
-4444.8	0.6593
-4443.6	0.6739
-4442.4	0.6933
-4441.2	0.6836
-4440	0.6933
-4438.8	0.703
-4437.6	0.6787
-4436.4	0.6496
-4435.2	0.669
-4434	0.6884
-4432.8	0.6787
-4431.6	0.7127
-4430.4	0.7273
-4429.2	0.7273
-4428	0.7079
-4426.8	0.7127
-4425.6	0.7176
-4424.4	0.6884
-4423.2	0.7176
-4422	0.7273
-4420.8	0.7515
-4419.6	0.7079
-4418.4	0.7176
-4417.2	0.737
-4416	0.7127
-4414.8	0.7321
-4413.6	0.7515
-4412.4	0.771
-4411.2	0.737
-4410	0.7515
-4408.8	0.7661
-4407.6	0.7418
-4406.4	0.7321
-4405.2	0.7564
-4404	0.7758
-4402.8	0.7515
-4401.6	0.771
-4400.4	0.7807
-4399.2	0.7564
-4398	0.7564
-4396.8	0.7758
-4395.6	0.7952
-4394.4	0.771
-4393.2	0.7855
-4392	0.7952
-4390.8	0.8147
-4389.6	0.771
-4388.4	0.7952
-4387.2	0.8244
-4386	0.8147
-4384.8	0.8195
-4383.6	0.8341
-4382.4	0.8389
-4381.2	0.8098
-4380	0.8389
-4378.8	0.8681
-4377.6	0.8584
-4376.4	0.8292
-4375.2	0.8341
-4374	0.8341
-4372.8	0.8098
-4371.6	0.8341
-4370.4	0.8584
-4369.2	0.8535
-4368	0.8729
-4366.8	0.8972
