-4498.8	1.0573
-4497.6	0.9418
-4496.4	0.9346
-4495.2	1.0789
-4494	1.2088
-4492.8	1.2521
-4491.6	1.2016
-4490.4	1.1222
-4489.2	0.9923
-4488	0.9635
-4486.8	1.1438
-4485.6	1.3026
-4484.4	1.4541
-4483.2	1.5262
-4482	1.5551
-4480.8	1.4324
-4479.6	1.2809
-4478.4	1.1943
-4477.2	1.216
-4476	1.2809
-4474.8	1.3675
-4473.6	1.5118
-4472.4	1.5406
-4471.2	1.4829
-4470	1.3963
-4468.8	1.3242
-4467.6	1.2304
-4466.4	1.2088
-4465.2	1.2881
-4464	1.4396
-4462.8	1.5406
-4461.6	1.5767
-4460.4	1.5983
-4459.2	1.5118
-4458	1.4396
-4456.8	1.4685
-4455.6	1.5623
-4454.4	1.6416
-4453.2	1.6921
-4452	1.721
-4450.8	1.6416
-4449.6	1.5334
-4448.4	1.4613
-4447.2	1.5118
-4446	1.5334
-4444.8	1.5695
-4443.6	1.6705
-4442.4	1.6488
-4441.2	1.6272
-4440	1.5911
-4438.8	1.6272
-4437.6	1.5983
-4436.4	1.5623
-4435.2	1.5695
-4434	1.5767
-4432.8	1.5478
-4431.6	1.519
-4430.4	1.5551
-4429.2	1.5478
-4428	1.5478
-4426.8	1.5478
-4425.6	1.62
-4424.4	1.6272
-4423.2	1.6128
-4422	1.6128
-4420.8	1.6272
-4419.6	1.5983
-4418.4	1.6128
-4417.2	1.7066
-4416	1.7426
-4414.8	1.721
-4413.6	1.6705
-4412.4	1.6128
-4411.2	1.5334
-4410	1.4757
-4408.8	1.4973
-4407.6	1.4829
-4406.4	1.4613
-4405.2	1.4613
-4404	1.5334
-4402.8	1.5623
-4401.6	1.6056
-4400.4	1.6705
-4399.2	1.7138
-4398	1.6993
-4396.8	1.6633
-4395.6	1.7138
-4394.4	1.7066
-4393.2	1.6921
-4392	1.6561
-4390.8	1.6416
-4389.6	1.5551
-4388.4	1.4829
-4387.2	1.5118
-4386	1.6272
-4384.8	1.7354
-4383.6	1.8004
-4382.4	1.8725
-4381.2	1.8436
-4380	1.7859
-4378.8	1.7787
-4377.6	1.7859
-4376.4	1.7499
-4375.2	1.6921
-4374	1.6849
-4372.8	1.6128
-4371.6	1.5767
-4370.4	1.6056
-4369.2	1.7282
-4368	1.8292
-4366.8	1.8797
-4365.6	1.9302
-4364.4	1.8725
-4363.2	1.8004
-4362	1.7499
-4360.8	1.8148
-4359.6	1.8581
-4358.4	1.9014
-4357.2	1.9374
-4356	1.9591
-4354.8	1.9014
-4353.6	1.8509
-4352.4	1.8725
-4351.2	1.8725
-4350	1.8797
-4348.8	1.8869
-4347.6	1.9591
-4346.4	1.9519
-4345.2	1.9302
