-4500	1.0217
-4498.8	0.9997
-4497.6	0.9336
-4496.4	0.963
-4495.2	0.9923
-4494	0.9997
-4492.8	1.0584
-4491.6	1.1244
-4490.4	1.1684
-4489.2	1.1244
-4488	1.1024
-4486.8	1.0804
-4485.6	1.0584
-4484.4	0.985
-4483.2	0.985
-4482	0.985
-4480.8	0.941
-4479.6	0.9336
-4478.4	0.963
-4477.2	1.007
-4476	0.9703
-4474.8	0.9777
-4473.6	0.963
-4472.4	0.9777
-4471.2	0.9336
-4470	0.9923
-4468.8	1.051
-4467.6	1.0364
-4466.4	1.0143
-4465.2	0.9777
-4464	0.9336
-4462.8	0.8602
-4461.6	0.9043
-4460.4	1.0217
-4459.2	1.1391
-4458	1.2198
-4456.8	1.2418
-4455.6	1.1684
-4454.4	0.9703
-4453.2	0.8823
-4452	0.9043
-4450.8	1.0437
-4449.6	1.1391
-4448.4	1.2858
-4447.2	1.3372
-4446	1.2418
-4444.8	1.1317
-4443.6	1.0364
-4442.4	0.985
-4441.2	0.9116
-4440	0.9483
-4438.8	0.9997
-4437.6	0.9997
-4436.4	1.073
-4435.2	1.2051
-4434	1.3372
-4432.8	1.3666
-4431.6	1.3886
-4430.4	1.3519
-4429.2	1.2932
-4428	1.1904
-4426.8	1.1978
-4425.6	1.2345
-4424.4	1.2125
-4423.2	1.1831
-4422	1.1538
-4420.8	1.1391
-4419.6	1.1171
-4418.4	1.2198
-4417.2	1.3372
-4416	1.4106
-4414.8	1.4546
-4413.6	1.4766
-4412.4	1.4399
-4411.2	1.3299
-4410	1.2565
-4408.8	1.1831
-4407.6	1.1464
-4406.4	1.1171
-4405.2	1.2051
-4404	1.3372
-4402.8	1.4179
-4401.6	1.4546
-4400.4	1.4473
-4399.2	1.3812
-4398	1.2565
-4396.8	1.2345
-4395.6	1.2712
-4394.4	1.3519
-4393.2	1.3739
-4392	1.4326
-4390.8	1.4399
-4389.6	1.3592
-4388.4	1.3299
-4387.2	1.3152
-4386	1.3372
-4384.8	1.3079
-4383.6	1.3225
-4382.4	1.3152
-4381.2	1.2492
-4380	1.2051
-4378.8	1.2418
-4377.6	1.3079
-4376.4	1.3372
-4375.2	1.4032
-4374	1.4253
-4372.8	1.3592
-4371.6	1.3005
-4370.4	1.2638
-4369.2	1.2492
-4368	1.1978
-4366.8	1.2198
-4365.6	1.2638
-4364.4	1.3299
-4363.2	1.3519
-4362	1.4399
-4360.8	1.4913
-4359.6	1.4693
-4358.4	1.4179
-4357.2	1.3812
-4356	1.3739
-4354.8	1.3372
-4353.6	1.4106
-4352.4	1.4766
-4351.2	1.5207
-4350	1.4546
-4348.8	1.4693
-4347.6	1.484
-4346.4	1.4326
-4345.2	1.4253
-4344	1.4032
-4342.8	1.3886
-4341.6	1.3739
-4340.4	1.4619
-4339.2	1.5573
-4338	1.572
-4336.8	1.5427
-4335.6	1.4913
-4334.4	1.4326
-4333.2	1.3959
-4332	1.484
-4330.8	1.5867
-4329.6	1.6087
-4328.4	1.594
-4327.2	1.5647
-4326	1.55
-4324.8	1.506
-4323.6	1.55
-4322.4	1.6087
-4321.2	1.6527
-4320	1.6307
-4318.8	1.6601
-4317.6	1.6747
-4316.4	1.6601
-4315.2	1.6821
-4314	1.7188
-4312.8	1.7481
-4311.6	1.6821
-4310.4	1.6601
-4309.2	1.6087
-4308	1.5647
-4306.8	1.484
-4305.6	1.5207
-4304.4	1.6014
-4303.2	1.6234
-4302	1.6674
-4300.8	1.6747
-4299.6	1.594
-4298.4	1.4693
-4297.2	1.4546
-4296	1.5133
-4294.8	1.6234
-4293.6	1.7701
-4292.4	1.9022
-4291.2	1.9389
-4290	1.8215
-4288.8	1.7261
-4287.6	1.6381
-4286.4	1.616
-4285.2	1.55
-4284	1.6014
-4282.8	1.6381
-4281.6	1.6381
-4280.4	1.6307
-4279.2	1.6674
-4278	1.7041
-4276.8	1.6821
-4275.6	1.7188
-4274.4	1.7114
-4273.2	1.7188
-4272	1.6234
